openalex_id,doi,title,publication_date,authors,cited_by_count,abstract
https://openalex.org/W4412914263,https://doi.org/10.1111/jofi.13467,The “Actual Retail Price” of Equity Trades,2025-07-25,Christopher G. Schwarz; Brad M. Barber; Xing Huang; Philippe Jorion; Terrance Odean,1,"ABSTRACT We compare execution quality of six brokerage accounts across five brokers by generating a sample of 85,000 simultaneous market orders. Commission levels and payment for order flow (PFOF) differ across our accounts. We find that execution prices vary significantly across brokers: the mean account‐level round‐trip cost ranges from 0.07% to 0.46%, excluding any commissions. The dispersion is due to off‐exchange wholesalers systematically giving different execution prices for the same trades to different brokers. Across brokers, variation in PFOF does not explain the large variation in price execution. We provide several suggestions for more informative disclosures on execution quality."
https://openalex.org/W4412761987,https://doi.org/10.1111/jofi.13470,"Too Much, Too Soon, for Too Long: The Dynamics of Competitive Executive Compensation",2025-07-30,Gilles Chemla; Alejandro Rivera; Liyan Shi,4,"ABSTRACT We examine executive compensation in a general equilibrium model with dynamic moral hazard, where executives' outside options are endogenously determined by equilibrium market compensation. Firms provide incentives through compensation packages featuring deferred payments as “carrots” and termination as “sticks.” Crucially, the effectiveness of termination as an incentive device is undermined by the outside options available to executives. As individual firms fail to internalize the effect of their compensation design on these endogenous outside options, the equilibrium is generally inefficient. Compared to shareholder‐value‐maximizing compensation packages, executives are paid too much, too soon, and keep their jobs for too long."
https://openalex.org/W4412942451,https://doi.org/10.1111/jofi.13469,Segmented Arbitrage,2025-08-04,Emil Siriwardane; Adi Sunderam; Jonathan Wallen,1,"ABSTRACT We use arbitrage activity in equity, fixed income, and foreign exchange markets to characterize the frictions and constraints facing intermediaries. The average pairwise correlation between the 32 arbitrage spreads that we study is 22%. These low correlations are inconsistent with canonical intermediary asset pricing models. We show that at least two types of segmentation drive arbitrage dynamics. First, funding is segmented—certain trades rely on specific funding sources, making their arbitrage spreads sensitive to localized funding shocks. Second, balance sheets are segmented—intermediaries specialize in certain trades, so arbitrage spreads are sensitive to idiosyncratic balance‐sheet shocks."
https://openalex.org/W4413135983,https://doi.org/10.1111/jofi.13474,Investor Factors,2025-08-07,Sébastien Betermier; Laurent E. Calvet; Samuli Knüpfer; Jens Soerlie Kvaerner,0,"ABSTRACT This paper develops an empirical methodology for extracting pricing factors from investor portfolio data. We apply this approach to the stockholdings of Norwegian individual investors from 1997 to 2017. A two‐factor model, featuring the market portfolio and a long‐short portfolio constructed from the holdings of investors sorted by age or wealth, explains both the common variation in portfolio holdings and the cross section of stock returns. Portfolio tilts toward the long‐short investor factor correlate with indebtedness, macroeconomic exposure, gender, and investment experience. Our paper illustrates the benefits of using holdings data for explaining the risk premia of financial assets."
https://openalex.org/W4413196068,https://doi.org/10.1111/jofi.13473,Household Portfolios and Retirement Saving over the Life Cycle,2025-08-12,Jonathan A. Parker; Antoinette Schoar; Allison Cole; Duncan Simester,4,"ABSTRACT Using account‐level data on millions of U.S. middle‐class investors over 2006 to 2018, we characterize the share of investable wealth that they hold in the stock market over their working lives. Relative to the 1990s, this share has both risen by 10% and become age‐dependent. The Pension Protection Act (PPA)—which allowed target date funds (TDFs) to be default options in retirement plans—played an important role: younger (older) workers starting at a firm after TDFs became the default option post‐PPA invested more (less) in stocks, in line with the TDF glidepath. In contrast, contribution rates changed little following the PPA."
https://openalex.org/W3186750417,https://doi.org/10.1111/jofi.13471,Persuading Investors: A Video‐Based Study,2025-08-14,Allen H. Hu; Song Ma,9,"ABSTRACT Persuasive communication functions through not only content but also delivery—facial expression, tone of voice, and diction. This paper examines the persuasiveness of delivery in startup pitches. Using machine learning algorithms to process full pitch videos, we quantify persuasion in visual, vocal, and verbal dimensions. We find that positive (i.e., passionate, warm) pitches increase funding probability. However, conditional on funding, startups with higher levels of pitch positivity underperform. Women are more heavily judged on delivery when evaluated in single‐gender teams, but they are neglected when copitching in mixed‐gender teams. Using an experiment, we show that persuasion delivery works mainly through leading investors to form inaccurate beliefs."
https://openalex.org/W3168956128,https://doi.org/10.1111/jofi.13476,The Impact of the Financial Education of Executives on the Financial Practices of Medium and Large Enterprises,2025-08-18,Cláudia Custódio; Diogo Mendes; Daniel Metzger,4,"ABSTRACT We study the impact of an MBA‐style executive education course in finance on corporate policies and firm performance targeting top managers of medium and large Mozambican enterprises. Using a randomized controlled trial, we find that the educational treatment induces changes in financial policies that improve firm performance. Specifically, a reduction in working capital (0.4 to 0.5 standard deviations) increases cash flow, and in turn long‐term investments. This effect operates primarily through a reduction in accounts receivable (0.4 to 1 standard deviations). Our findings show that targeted educational interventions can build managerial capital and enhance corporate performance by improving financial decision making among executives."
https://openalex.org/W4413292508,https://doi.org/10.1111/jofi.13478,Arbitrage Capital of Global Banks,2025-08-18,Alyssa G. Anderson; Wenxin Du; Bernd Schlusche,3,"ABSTRACT We study the impact of the U.S. money market fund reform implemented in October 2016 on global banks' funding supply and business activities. We show that the reform induced a large negative wholesale funding shock for global banks. In contrast to the conventional bank lending channel, the primary response of global banks to the reform was a cutback in arbitrage positions that relied on unsecured funding, rather than a reduction in loan provision. We discuss the role of postcrisis liquidity regulations and unconventional monetary policy in explaining our findings, and implications for banks' business models and deposit competition."
https://openalex.org/W4413308426,https://doi.org/10.1111/jofi.13479,Superstar Returns? Spatial Heterogeneity in Returns to Housing,2025-08-19,Francisco Amaral; M. Dohmen; Sebastian Kohl; Moritz Schularick,0,"ABSTRACT This paper makes the first comprehensive attempt to study within‐country heterogeneity of housing returns. We introduce a new city‐level data set covering 15 OECD countries over 150 years and show that national housing markets are characterized by systematic spatial variation in housing returns. Total returns in large agglomerations are close to 100 basis points lower per year than in other parts of the same country. Excess returns outside the large cities can be rationalized as compensation for higher risk, especially higher covariance with income growth and lower liquidity. Real estate in diversified large agglomerations is comparatively safe."
https://openalex.org/W4413340826,https://doi.org/10.1111/jofi.13481,Impediments to the Schumpeterian Process in the Replacement of Large Firms,2025-08-20,Mara Faccio; John J. McConnell,0,"ABSTRACT We use newly assembled data overall encompassing up to 75 countries and starting circa 1910, to study impediments to the Schumpeterian process of creative destruction as it “proceeds by competitively destroying old businesses.” Political connections appear to represent an obstacle to the destructive part of the Schumpeterian process in the replacement of large firms. When accompanied by regulations that restrict entry, political connections can play a role in allowing large firms to remain large. When connected to Fogel, Morck, and Yeung (2008, Journal of Financial Economics 89, 83–108), the results imply that political connections, combined with barriers to entry, can retard economic development."
https://openalex.org/W4413443778,https://doi.org/10.1111/jofi.13485,Thirty Years of Change: The Evolution of Classified Boards,2025-08-22,Scott Guernsey; Feng Guo; Tingting Liu; Matthew Serfling,3,"ABSTRACT Based on a comprehensive data set of classified (staggered) boards covering nearly all U.S. public firms from 1991 to 2020, we show that contrary to conventional wisdom, the use of classified boards remains widespread. Moreover, classified board usage over a firm's life cycle depends significantly on the decade the firm matured or year it went public. While classified boards were rarely removed in the 1990s, firms became more likely to declassify as they matured during the following decades. Decreased collective action costs and increased innovation‐related investments, institutional ownership, and scrutiny of governance contributed to this more dynamic adjustment."
https://openalex.org/W4413533667,https://doi.org/10.1111/jofi.13484,Pockets of Predictability: A Replication,2025-08-25,Nusret Cakici; Christian Fieberg; Tobias Neumaier; Thorsten Poddig; Adam Zaremba,6,"ABSTRACT Farmer, Schmidt, and Timmermann (FST) document time‐variation in market return predictability, identifying “pockets” of significant predictability through kernel regressions. However, our analysis reveals a critical discrepancy between the method outlined by FST and the code actually implemented. Instead of using a one‐sided kernel, which guarantees out‐of‐sample forecasts, they perform in‐sample estimation with a two‐sided kernel. As a result, future information leaks into the forecasting model, undermining its reliability. Rectifying this error qualitatively alters the findings, invalidating most conclusions of the FST study. Thus, attempts to exploit such “pockets”—should they exist—offer little help in forecasting market returns."
https://openalex.org/W4413705974,https://doi.org/10.1111/jofi.13483,Over‐the‐Counter Markets for Nonstandardized Assets,2025-08-26,Yoshio Nozawa; Anton Tsoy,0,"ABSTRACT We study a search and bargaining model of over‐the‐counter markets for nonstandardized assets of heterogeneous quality. Once matched, investors privately learn their values positively correlated with asset quality. Bargaining results in delay that is hump‐shaped in quality and U‐shaped in asset turnover. We document these patterns in commercial real estate and corporate bonds markets. Extreme qualities are little affected by changes in asset standardization, while intermediate qualities are more susceptible. For nonstandardized assets, opacity ensures active trading of all assets, which explains why their trading is decentralized and suggests that trade centralization should come with greater standardization."
https://openalex.org/W4413763018,https://doi.org/10.1111/jofi.13475,The Propagation of Cyberattacks through the Financial System: Evidence from an Actual Event,2025-08-27,Antonis Kotidis; Stacey L. Schreft,2,"ABSTRACT This article quantifies the effects of a multiday cyberattack that forced offline a technology service provider (TSP) to the banking sector. The attack impaired customers’ ability to send payments through the TSP, but the business continuity plans of banks and the TSP reduced the effect by more than half. Large banks performed better. Through contagion, banks not directly exposed to the attack experienced a liquidity shortfall, causing them to borrow funds or tap reserves. The ability to send payments after hours helped avoid further contagion. These results highlight the importance of preparedness by the private and official sector for cyberattacks."
https://openalex.org/W3121296379,https://doi.org/10.1111/jofi.13486,The Credit Line Channel,2025-08-27,Daniel Greenwald; John Krainer; Pascal Paul,0,"ABSTRACT Aggregate U.S. bank lending to firms expanded following the outbreak of COVID‐19. Using loan‐level supervisory data, we show that this expansion was driven by draws on credit lines by large firms. Banks that experienced larger credit line drawdowns restricted term lending more, crowding out credit to smaller firms, which reacted by reducing investment. A structural model calibrated to match our empirical results shows that while credit lines increase total bank credit in bad times, they redistribute credit from firms with high propensities to invest to firms with low propensities to invest, exacerbating the decrease in aggregate investment."
https://openalex.org/W4413894216,https://doi.org/10.1111/jofi.13482,War Discourse and the Cross Section of Expected Stock Returns,2025-09-01,David Hirshleifer; Dat Mai; Kuntara Pukthuanthong,2,"ABSTRACT A war‐related factor model derived from textual analysis of media news reports explains the cross section of expected stock returns. Using a semisupervised topic model to extract discourse topics from 7,000,000 New York Times stories spanning 160 years, the war factor predicts the cross section of returns across test assets derived from both traditional and machine learning construction techniques, and spanning 138 anomalies. Our findings are consistent with assets that are good hedges for war risk receiving lower risk premia, or with assets that are more positively sensitive to war prospects being more overvalued. The return premium on the war factor is incremental to standard effects."
https://openalex.org/W4413910745,https://doi.org/10.1111/jofi.13477,Forest through the Trees: Building Cross‐Sections of Stock Returns,2025-09-02,Svetlana Bryzgalova; Markus Pelger; Jason Zhu,7,"ABSTRACT We build cross‐sections of asset returns for a given set of characteristics, that is, managed portfolios serving as test assets, as well as building blocks for tradable risk factors. We use decision trees to endogenously group similar stocks together by selecting optimal portfolio splits to span the stochastic discount factor, projected on individual stocks. Our portfolios are interpretable and well diversified, reflecting many characteristics and their interactions. Compared to combinations of dozens (even hundreds) of single/double sorts, as well as machine‐learning prediction‐based portfolios, our cross‐sections are low‐dimensional yet have up to three times higher out‐of‐sample Sharpe ratios and alphas."
https://openalex.org/W4414429293,https://doi.org/10.1111/jofi.13490,AMERICAN FINANCE ASSOCIATION,2025-09-23,,0,
https://openalex.org/W4414429347,https://doi.org/10.1111/jofi.13489,ISSUE INFORMATION,2025-09-23,,0,
https://openalex.org/W4414429361,https://doi.org/10.1111/jofi.13487,Tyler Muir: Winner of the 2025 Fischer Black Prize,2025-09-23,Arvind Krishnamurthy,0,
https://openalex.org/W4414429437,https://doi.org/10.1111/jofi.13494,ANNOUNCEMENTS,2025-09-23,,0,
https://openalex.org/W4414629200,https://doi.org/10.1111/jofi.13499,Green Window Dressing,2025-09-29,Gianpaolo Parise; Mirco Rubin,2,"ABSTRACT This paper establishes that mutual funds strategically time their trades in environmental, social, and governance (ESG) stocks around disclosure dates to inflate their sustainability ratings. This claim is supported by three empirical findings. First, we show that funds' ESG betas increase shortly before disclosure and decrease shortly afterwards. Second, we document that post‐disclosure fund returns are higher but have lower ESG exposure than disclosed portfolios. Third, we provide evidence that ESG stock prices temporarily rise before disclosure and decline afterwards. Overall, we establish that green window dressing positively impacts fund sustainability ratings, performance, and flows."
https://openalex.org/W4414626773,https://doi.org/10.1111/jofi.13498,"ESG News, Future Cash Flows, and Firm Value",2025-09-30,François Derrien; Philipp Krüger; Augustin Landier; Tianhao Yao,7,"ABSTRACT We investigate the expected consequences of negative environmental, social, and governance (ESG) news on firms' future profits. After learning about negative ESG news, analysts significantly downgrade their forecasts at short and longer horizons. Negative ESG news affects forecasts more strongly at longer horizons than other types of negative corporate news. The negative revisions of earnings forecasts following negative ESG news largely reflect expectations of lower future sales, rather than higher future costs. Quantitatively, forecast revisions can explain most of the negative impacts of ESG news on firm value. Analysts are correct to revise forecasts downward following negative ESG news."
https://openalex.org/W4414672604,https://doi.org/10.1111/jofi.13501,Anomalies and Their Short‐Sale Costs,2025-09-30,Dmitriy Muravyev; Neil D. Pearson; Joshua Matthew Pollet,1,"ABSTRACT Short‐sale costs eliminate the abnormal returns on asset pricing anomaly portfolios. While many anomalies persist out‐of‐sample before accounting for short‐sale costs, they cannot be exploited with long‐short strategies due to stock borrow fees. Using a comprehensive sample of 162 anomalies, the average long‐short portfolio return is a significant 0.14% per month before short‐sale costs, and the returns are due to the short leg. However, the average is −0.01% once returns are adjusted for borrow fees. Moreover, anomalies are not profitable even before fees if the high‐fee observations, representing 12% of stock dates, are excluded from the analysis."
https://openalex.org/W3125330934,https://doi.org/10.1111/jofi.13502,The Stock Market and Bank Risk‐Taking,2025-10-06,Antonio Falato; David Scharfstein,1,"ABSTRACT Using confidential supervisory risk ratings, we document that banks increase risk after going public compared to a control group of banks that filed to go public but withdrew their filings for plausibly exogenous reasons. The increase in risk improves short‐term performance at the expense of long‐term performance. We argue that the increase in risk stems from pressure to maximize short‐term stock prices and earnings once the bank is publicly traded. After going public, banks owned by investors that place greater value on short‐term performance increase risk more, and those managed by CEOs with more short‐term compensation also increase risk more."
https://openalex.org/W4414976224,https://doi.org/10.1111/jofi.13506,Subtle Discrimination,2025-10-06,Elena Pikulina; Daniel Ferreira,1,"ABSTRACT We introduce the concept of subtle discrimination —biased acts that cannot be objectively ascertained as discriminatory. When candidates compete for promotions by investing in skills, firms' subtle biases induce discriminated candidates to overinvest when promotions are low‐stakes (to distinguish themselves from favored candidates) but underinvest in high‐stakes settings (anticipating low promotion probabilities). This asymmetry implies that subtle discrimination raises profits in low‐productivity firms but lowers them in high‐productivity firms. Although subtle biases are small, they generate large gaps in skills and promotion outcomes. We derive further predictions in contexts such as equity analysis, lending, fund flows, banking careers, and entrepreneurial finance."
https://openalex.org/W4414871079,https://doi.org/10.1111/jofi.13503,Going for Broke: Bank Reputation and the Performance of Opaque Securities,2025-10-06,Abe de Jong; Tim Kooijmans; Peter Koudijs,0,"ABSTRACT Can banks’ reputational concerns improve the quality of opaque, off‐balance sheet securities, such as mortgage‐backed securities? We study this question in a uniquely parsimonious setting. In the 1760s, Dutch banking partnerships securitized West‐Indian plantation mortgages that were risky and opaque. High‐reputation banks originated better mortgages and issued securities that, on average, retained 17.5% more of their value during a market collapse. Reputational effects are attenuated when the managing partners were married into wealth or received a large share of profits in the short term, suggesting that bank reputation only works if bankers are personally exposed to (long‐run) reputational losses."
https://openalex.org/W4414950492,https://doi.org/10.1111/jofi.13505,Value without Employment,2025-10-07,Simcha Barkai; Stavros Panageas,1,"ABSTRACT Young firms' contribution to aggregate employment has been underwhelming. We show that a similar trend is not apparent, however, in their contribution to aggregate sales or stock market capitalization, implying that these firms have exhibited a high average‐to‐marginal revenue product of labor. We study the implications of a gradual shift in the average‐to‐marginal revenue product of labor within a model of dynamic firm heterogeneity. We show that this shift provides (i) a unified explanation for several aspects of the decline in dynamism and (ii) a possible explanation for why large declines in young‐firm employment may have only a moderate effect on aggregate output and consumption."
https://openalex.org/W3047100893,https://doi.org/10.1111/jofi.13497,"CEO Stress, Aging, and Death",2025-10-07,Mark Borgschulte; Marius Guenzel; Canyao Liu; Ulrike Malmendier,0,"ABSTRACT We assess the long‐term effects of managerial stress on aging and mortality. Using a difference‐in‐differences design, we apply neural network–based machine‐learning techniques to CEOs' facial images and show that exposure to industry distress shocks during the Great Recession produces visible signs of aging. We estimate a one‐year increase in “apparent” age. Moreover, using data on CEOs since the mid‐1970s, we estimate a 1.1‐year decrease in life expectancy after an industry distress shock, but a two‐year increase when antitakeover laws insulate CEOs from market discipline. The estimated health costs are significant, both in absolute terms and relative to other health risks."
https://openalex.org/W4414888651,https://doi.org/10.1111/jofi.13507,Asset Pricing and Risk‐Sharing Implications of Alternative Pension Plan Systems,2025-10-07,Nuno Coimbra; Francisco Gomes; Alexander Michaelides; Jialu Shen,0,"ABSTRACT We show that incorporating defined benefit pension funds in an incomplete markets asset pricing model improves its ability to match the historical equity premium and riskless rate and has important risk‐sharing implications. We document the importance of the pension fund's size and asset demands, and a new risk channel arising from fluctuations in the fund's returns. We use our calibrated model to study the implications of a shift to an economy with defined contribution plans. The new steady state is characterized by a higher riskless rate and a lower equity premium. Consumption volatility increases for retirees but decreases for workers."
https://openalex.org/W4415171411,https://doi.org/10.1111/jofi.13500,The Imperfect Intermediation of Money‐Like Assets,2025-10-14,Jeremy C. Stein; Jonathan Wallen,0,"ABSTRACT We study supply‐and‐demand effects in the U.S. Treasury bill market by comparing the returns on T‐bills to the policy rate on the Federal Reserve's reverse repurchase (RRP) facility. We develop and test a simple model where the RRP‐bill spread is policed both by heterogeneously elastic money funds and by corporate treasurers who derive collateral benefits from holding T‐bills. In response to shifts in T‐bill supply, money funds act as front‐line arbitrageurs. However, when T‐bills become extremely scarce, less elastic corporate treasurers become the marginal investors and supply shifts have a larger effect on T‐bill rates."
https://openalex.org/W4415218858,https://doi.org/10.1111/jofi.13496,Privacy and Team Incentives,2025-10-15,Andrea M Buffa; Qing Liu; Lucy White,0,"ABSTRACT Real‐world contracts are typically private, observed only by their direct signatories, so agents working together are vulnerable to the principal opportunistically reducing other agents' incentives. The principal can mitigate this commitment problem by giving the most skilled agent a budget and delegating authority to write other agents' contracts. This endogenous hierarchy, never optimal with public contracts, raises effort, output, and compensation but allows rent extraction. The principal prefers it when contracts are opaque enough, skill is sufficiently heterogeneous across agents, and joint output is sensitive enough to effort. Our model provides novel predictions for the structure of banking syndicates."
https://openalex.org/W4415301139,https://doi.org/10.1111/jofi.70000,Presidential Address: Housing Betas,2025-10-17,Monika Piazzesi,1,"ABSTRACT This paper documents new stylized facts about returns and cashflow growth rates on stocks and housing over decade‐long holding periods. While cashflow growth rates on the two assets comove positively, their returns comove negatively until the Global Financial Crisis and positively thereafter. These facts present a puzzle for representative‐agent models that imply positive return comovement for assets with similar cashflows. I consider a heterogeneous‐agent model with segmented stock and housing markets connected through credit. News about the aggregate economy generates negative return comovement. Recent shifts such as wealthier homebuyers and institutional housing purchases reduce the importance of credit and segmentation."
https://openalex.org/W4416444950,https://doi.org/10.1111/jofi.13492,AMERICAN FINANCE ASSOCIATION,2025-11-20,,0,
https://openalex.org/W4416445117,https://doi.org/10.1111/jofi.13491,ISSUE INFORMATION,2025-11-20,,0,
https://openalex.org/W4416445223,https://doi.org/10.1111/jofi.13493,ANNOUNCEMENTS,2025-11-20,,0,
https://openalex.org/W4416445002,https://doi.org/10.1111/jofi.v80.6,,2025-11-21,,0,
https://openalex.org/W4416729034,https://doi.org/10.1111/jofi.13508,Can Social Media Inform Corporate Decisions? Evidence from Merger Withdrawals,2025-11-25,J. Anthony Cookson; Marina Niessner; Christoph Schiller,2,"ABSTRACT This paper studies whether social media sentiment predicts merger withdrawals. We find that a one‐standard‐deviation increase in social media sentiment after a merger announcement is associated with a 0.64 percentage point lower probability of withdrawal (16.6% of the average). This effect is unexplained by abnormal price reactions, traditional news, and analyst recommendations. Consistent with manager learning, the informativeness of social media strengthens after firms start corporate Twitter accounts. The informativeness is driven by longer acquisition‐related tweets by fundamental investors, rather than memes and price trend tweets. These findings suggest that social media signals can be important for corporate decisions."
https://openalex.org/W4417180617,https://doi.org/10.1111/jofi.70011,Adverse Selection in Corporate Loan Markets,2025-12-09,Mehdi Beyhaghi; Cesare Fracassi; Gregory Weitzner,1,"ABSTRACT Theories of competition typically predict a positive relationship between market concentration and prices. However, in loan markets, adverse selection can reverse this relationship as riskier borrowers become more likely to receive funding. Using supervisory data, we show that interest rates, borrower risk, and lending volume are higher in markets with more banks. We also create a novel measure of markup that is orthogonal to borrower risk, and find that, consistent with adverse selection, markups are higher after repeated borrowing relationships. Finally, we use a shock to large banks' lending costs to provide further support for the adverse selection channel."
https://openalex.org/W4417149919,https://doi.org/10.1111/jofi.70012,Going Public and the Internal Organization of the Firm,2025-12-09,Daniel Bias; Benjamin Lochner; Stefan Obernberger; Merih Sevilir,0,"ABSTRACT This paper examines how initial public offerings (IPOs) affect firms' internal organization. We find that IPO firms become more hierarchical and standardized organizations, characterized by additional layers, more managers, smaller control spans, and larger administrative functions. These changes occur mostly in preparation for the IPO and can be only partially explained by growth. IPO firms with greater human capital risk experience larger hierarchical changes. Hierarchical changes help firms standardize employee roles and formalize internal processes. Our results suggest that firms reorganize to reduce their dependence on key individuals' human capital when transitioning to public markets."
https://openalex.org/W7113896740,https://doi.org/10.1111/jofi.70001,Paying Too Much? Borrower Sophistication and Overpayment in the U.S. Mortgage Market,2025-12-09,NEIL BHUTTA; ANDREAS FUSTER; AUREL HIZMO,0,"ABSTRACT Comparing mortgage rates that borrowers obtain to rates that lenders could offer for the same loan, we find that many homeowners significantly overpay for their mortgage, with overpayment varying across borrower types and with market interest rates. Survey data reveal that borrowers' mortgage knowledge and shopping behavior strongly correlate with the rates they secure. We also document substantial variation in how expensive and profitable lenders are, without any evidence that expensive loans are associated with a better borrower experience. Despite many lenders operating in the U.S. mortgage market, limited borrower sophistication may provide lenders with market power."
https://openalex.org/W4417311977,https://doi.org/10.1111/jofi.70005,Losing Control? The Two‐Decade Decline in Loan Covenant Violations,2025-12-14,Thomas P. Griffin; Greg Nini; David C. Smith,0,"ABSTRACT The annual proportion of U.S. public firms that reported a financial covenant violation fell roughly 70% between 1997 and 2019. To understand this trend, we develop an estimable model of covenant design that depends on the ability to differentiate between distressed and nondistressed borrowers and the relative costs associated with screening incorrectly. We find that the drop in violations is best explained by an increased willingness to forgo early detection of distressed borrowers in exchange for fewer inconsequential violations, which we attribute largely to a shift in the composition of public borrowers and partly to heightened investor sentiment during the 2010s."
https://openalex.org/W4417312080,https://doi.org/10.1111/jofi.70002,Second Chance: Life with Less Student Debt,2025-12-14,Marco Di Maggio; Ankit Kalda; Vincent Yao,0,"ABSTRACT We exploit an episode of plausibly random debt discharge due to the loss of paperwork for thousands of defaulted borrowers to examine the effects of private student debt relief on borrower outcomes. We find that borrowers who receive debt relief (treated) experience declines in debt balances and delinquency rates on other accounts, and increases in mobility and income relative to those who bear the costs of default like wage garnishment and collections (control). Borrowers in both groups contribute to our findings through different mechanisms. While our estimates may not directly apply to blanket student loan forgiveness, they speak to the benefits of forgiveness in reducing the consequences of debt burden for distressed borrowers."
https://openalex.org/W4417351197,https://doi.org/10.1111/jofi.70004,An Economic View of Corporate Social Impact,2025-12-15,Hunt Allcott; Giovanni Montanari; Bora Ozaltun; Brandon Tan,0,"ABSTRACT Growing discussions of impact investing and stakeholder capitalism have increased interest in measuring companies' social impact. We conceptualize corporate social impact as the welfare loss that would be caused by a firm's exit. To illustrate, we quantify the social impacts of 74 firms in 12 industries using a new survey measuring consumer and worker substitution patterns combined with models of product and labor markets. We find that consumer surplus is the primary component of social impact, suggesting that consumer impacts deserve more attention from impact investors. Existing environmental, social, and governance (ESG) and social impact ratings are essentially unrelated to our economically grounded measures."
https://openalex.org/W4417447253,https://doi.org/10.1111/jofi.70013,What Drives Investors' Portfolio Choices? Separating Risk Preferences from Frictions,2025-12-17,Taha Choukhmane; Tim de Silva,0,"ABSTRACT We study the role of risk preferences and frictions in portfolio choice using variation in 401(k) default options. Patterns of active choice in response to different default funds imply that, absent participation frictions, 94% of investors prefer holding stocks, with an equity share of retirement wealth declining with age—patterns markedly different from observed allocations. We use this quasi‐experiment to estimate a life‐cycle model and find a relative risk aversion of 2.5, elasticity of intertemporal substitution (EIS) of 0.25, and $160 portfolio adjustment cost. The results suggest that low levels of stock market participation in retirement accounts are due to participation frictions rather than nonstandard preferences such as loss aversion."
https://openalex.org/W4417487390,https://doi.org/10.1111/jofi.70003,FinTech Lending and Cashless Payments,2025-12-18,Pulak Ghosh; Boris Vallée; Yao Zeng,0,"ABSTRACT Borrowers' use of cashless payments improves their access to capital from FinTech lenders and predicts a lower probability of default. These relationships are stronger for cashless technologies providing more precise information, and for outflows. Cashless payment usage complements other signals of borrower quality. We rationalize these empirical findings using a framework in which borrowers signal their lower likelihood of diverting cash flows through payment technology choice, and screening accuracy is further strengthened by informational complementarities. The informational synergy we uncover provides a rationale for the joint rise of cashless payments and FinTech lending, as well as for open banking."
https://openalex.org/W7116876453,https://doi.org/10.1111/jofi.70010,Investment under Upstream and Downstream Uncertainty,2025-12-22,Fotis Grigoris; Gill Segal,0,"ABSTRACT The impact of uncertainty shocks on firm‐level economic activity depends on their origin in supply chains. Upstream (downstream) uncertainty from suppliers (customers) is associated with variability over future input (output) prices. Consequently, a real‐option production model with time‐to‐build suggests that only upstream uncertainty suppresses investment, since upstream (downstream) uncertainty affects the shorter (longer) run. Production network data show that upstream uncertainty negatively affects firm‐level outcomes. Conversely, downstream uncertainty affects firm‐level outcomes more weakly but positively. At the macro level, these two uncertainties oppositely predict aggregate growth and asset prices. Overall, downstream uncertainty has an expansionary effect, in contrast to other facets of uncertainty."
